Distance,Home_X,Home_Y,Work_X,Work_Y,Home_Hcode,Work_Hcode,Prob
7,127.08216,37.61453,127.11505,37.5016,1126062000,1171059000,0.00065
7,127.0079,37.615818,126.94998,37.4629,1129065000,1162073500,0.00015
1,127.04755,37.514008,127.0628,37.50562,1168059000,1168061000,0.00045
1,126.928795,37.52282,126.9289,37.50731,1156054000,1159066000,0.0004
7,127.06408,37.609386,126.93083,37.584583,1129081000,1141068500,0.0002
7,127.09147,37.50212,126.906555,37.521545,1171061000,1156053500,0.00025
1,126.92844,37.466244,126.94998,37.4629,1162074500,1162073500,0.0004
2,127.01997,37.552032,127.04727,37.548042,1120061500,1120066000,5e-05
4,126.92166,37.59237,126.88929,37.52562,1138059000,1156061000,0.00025
1,126.90163,37.463356,126.8944,37.467144,1154562000,1154561000,0.0004
2,126.912,37.56237,126.94696,37.54184,1144072000,1144059000,0.0003
1,127.03655,37.65754,127.03652,37.6561,1132067000,1132067000,0.0002
2,127.08305,37.529644,127.047646,37.52253,1121583000,1168056500,0.00045
5,126.83398,37.53139,126.925804,37.524593,1147056000,1156054000,0.00015
3,127.01452,37.543526,126.94834,37.53954,1120064500,1144058500,0.00015
7,127.042435,37.664932,127.00417,37.558838,1132069000,1114058000,0.00025
4,127.066696,37.621105,127.01345,37.578033,1135058000,1111069000,5e-05
2,127.08305,37.529644,127.060036,37.51189,1121583000,1168058000,0.00015
7,127.079926,37.668083,126.983185,37.565777,1135066500,1114055000,0.00045
7,127.066605,37.602104,126.8961,37.524788,1123075000,1156055000,0.0001
5,127.09395,37.5847,127.03564,37.51618,1126057500,1168053100,0.00015
2,127.12032,37.497013,127.084724,37.48722,1171062000,1168072000,0.0003
4,126.915825,37.624588,126.91113,37.561867,1138055100,1144072000,0.00025
7,126.96506,37.556892,127.054405,37.67537,1114068000,1135063000,5e-05
7,127.05997,37.661507,127.08064,37.509567,1135072000,1171065000,0.00025
7,127.04589,37.61724,127.0346,37.499786,1129076000,1168064000,0.0003
7,127.071815,37.638103,126.88929,37.52562,1135061100,1156061000,0.0003
7,127.117256,37.537052,126.98542,37.478188,1171051000,1165061000,0.0002
5,127.07983,37.536068,126.97455,37.56353,1121582000,1114052000,0.0002
4,127.010704,37.55071,127.0346,37.499786,1114063500,1168064000,0.0001
1,126.94212,37.542072,126.93502,37.54649,1144059000,1144063000,0.0003
7,126.89404,37.53604,127.044334,37.558365,1156062000,1120055000,0.0001
5,126.94694,37.54962,126.91838,37.621952,1144061000,1138055100,0.00015
1,126.8885,37.502903,126.90703,37.49987,1153056000,1156067000,0.00045
1,127.0698,37.663853,127.07976,37.649952,1135067000,1135061900,0.00035
1,127.00308,37.574535,126.9847,37.57201,1111063000,1111061500,0.00025
1,127.10235,37.502632,127.094955,37.510857,1171060000,1171068000,0.0001
7,127.06539,37.53468,126.88929,37.52562,1121584700,1156061000,0.0002
7,127.02378,37.599327,127.01026,37.487865,1129058000,1165053000,5e-05
7,126.89404,37.53604,127.01802,37.487484,1156062000,1165051000,0.00035
4,127.0297,37.56745,127.0346,37.499786,1120053500,1168064000,0.00015
1,126.993195,37.533176,126.99275,37.53361,1117065000,1117065000,0.00035
2,127.09147,37.50212,127.05012,37.509747,1171061000,1168059000,0.0004
4,126.94088,37.497684,127.02049,37.49868,1159056000,1165053100,0.0001
1,126.95764,37.538063,126.95428,37.53044,1117059000,1117064000,0.0003
2,127.01775,37.498066,126.98712,37.494915,1165053100,1165059000,0.0002
2,126.96731,37.548874,126.99266,37.560867,1117055500,1114057000,0.00035
7,126.89673,37.524662,127.04953,37.48738,1156055000,1168065600,0.00025
7,126.97745,37.472748,126.88982,37.57964,1162063000,1144074000,0.00015
5,126.84328,37.512978,126.89414,37.58479,1147064000,1138065000,0.00015
1,126.95135,37.53449,126.96682,37.53738,1117057000,1117056000,0.0003
2,127.09243,37.511665,127.060036,37.51189,1171068000,1168058000,0.00015
2,127.036644,37.515,127.060036,37.51189,1168053100,1168058000,5e-05
7,127.079926,37.668083,127.06596,37.549717,1135066500,1120072000,0.0002
1,127.08588,37.541626,127.08662,37.54111,1121585000,1121585000,0.0002
1,127.01824,37.582664,127.01377,37.58782,1129061000,1129055500,0.0004
1,126.99646,37.557877,127.00417,37.558838,1114057000,1114058000,0.00025
3,127.02501,37.620667,127.047295,37.588943,1130555500,1123070500,0.00015
3,126.97384,37.520126,127.024506,37.521988,1117063000,1168051000,0.0003
5,126.92811,37.486557,127.0346,37.499786,1162069500,1168064000,0.00015
7,126.862595,37.510986,127.011055,37.5959,1147068000,1129059000,0.0001
1,126.815445,37.55941,126.8291,37.555573,1150062000,1150061100,0.0002
1,127.00986,37.576572,127.01316,37.5713,1111068000,1111067000,0.0002
4,126.8885,37.502903,126.95918,37.480938,1153056000,1162057500,0.0002
5,127.09024,37.601395,127.032486,37.525246,1126058000,1168054500,0.00015
2,126.94088,37.497684,126.91816,37.478203,1159056000,1162076500,0.00015
3,127.0279,37.557564,126.9847,37.57201,1120057000,1111061500,0.00025
5,126.92762,37.598957,126.925804,37.524593,1138058000,1156054000,0.0001
1,127.004036,37.60825,126.99865,37.610867,1129064000,1129064000,0.00025
7,127.034035,37.61573,127.04451,37.50055,1130554500,1168065000,0.0004
1,127.0158,37.50503,127.01026,37.487865,1165056000,1165053000,0.0002
7,127.0745,37.64981,126.96763,37.530537,1135062100,1117062500,0.0003
1,127.03218,37.52906,127.024506,37.521988,1168054500,1168051000,0.00025
4,126.84328,37.512978,126.90342,37.47732,1147064000,1154563000,0.00015
5,127.14596,37.551018,127.060036,37.51189,1174053000,1168058000,0.00025
2,126.961075,37.541775,126.972786,37.572796,1117058000,1111053000,0.0003
3,126.975655,37.47899,127.034706,37.477028,1159062000,1165065100,0.00025
1,126.91346,37.5069,126.906555,37.521545,1156066000,1156053500,0.00045
3,126.906166,37.4405,126.88311,37.47783,1154569000,1154551000,0.00025
2,126.97745,37.472748,127.01026,37.487865,1162063000,1165053000,0.0001
7,127.06574,37.64294,127.04988,37.47844,1135062500,1168069000,0.0002
6,127.05093,37.579296,127.03873,37.488377,1123056000,1168065500,0.0001
4,127.04013,37.566486,127.10444,37.60375,1120054000,1126065500,0.00015
6,127.03106,37.657215,126.99266,37.560867,1132068100,1114057000,0.0001
1,126.86759,37.536125,126.88076,37.53633,1147054000,1147055000,0.00025
4,126.95183,37.489433,126.8961,37.524788,1162056500,1156055000,0.00015
4,126.86759,37.536125,126.88311,37.47783,1147054000,1154551000,0.00025
4,126.944786,37.59682,127.00979,37.556786,1141066000,1114062500,0.00015
6,126.875534,37.49406,127.0044,37.501976,1153052000,1165058100,0.00015
1,126.88573,37.524372,126.88929,37.52562,1156061000,1156061000,0.0003
1,126.88573,37.524372,126.900505,37.531773,1156061000,1156056000,0.00015
2,126.93276,37.585606,126.94108,37.562218,1141068500,1141058500,0.00025
2,126.95916,37.575596,126.93307,37.57328,1111057000,1141061500,0.00035
2,127.033195,37.575626,126.994446,37.565884,1123053600,1114060500,5e-05
1,127.01824,37.582664,127.02956,37.588108,1129061000,1129060000,0.00035
1,127.05245,37.47658,127.04988,37.47844,1168069000,1168069000,0.00035
7,127.0745,37.64981,126.972786,37.572796,1135062100,1111053000,0.0006
5,127.08338,37.57432,127.134575,37.50432,1126054000,1171057000,0.0002
7,127.066605,37.602104,127.03873,37.488377,1123075000,1168065500,0.00015
7,127.06712,37.657173,126.9761,37.557823,1135064000,1114054000,0.0003
2,127.09409,37.53881,127.0664,37.53727,1121587000,1121584700,0.0003
7,127.05997,37.661507,126.983185,37.565777,1135072000,1114055000,0.00035
3,127.01864,37.594124,126.983185,37.565777,1129057500,1114055000,0.0002
2,127.13073,37.482246,127.10903,37.507053,1171064600,1171058000,0.0002
1,127.066696,37.621105,127.06287,37.609722,1135058000,1129081000,0.0003
2,126.89673,37.524662,126.925804,37.524593,1156055000,1156054000,0.00025
1,127.03593,37.58501,127.038994,37.583984,1123054500,1123054500,0.00025
2,126.90454,37.570023,126.869385,37.552986,1144073000,1150051000,0.0001
4,127.08338,37.57432,127.060036,37.51189,1126054000,1168058000,0.0001
1,127.081345,37.64916,127.05984,37.651226,1135061900,1135069500,0.00015
3,127.126015,37.551807,127.102036,37.515274,1174058000,1171071000,0.00025
1,126.88418,37.509296,126.88523,37.508358,1153051000,1153051000,0.0002
7,127.07246,37.625233,127.024506,37.521988,1135059500,1168051000,0.0004
4,126.84642,37.52336,126.925804,37.524593,1147057000,1156054000,0.0004
3,127.09161,37.55013,127.05012,37.509747,1121586000,1168059000,0.00015
2,126.973404,37.54798,126.983185,37.565777,1117053000,1114055000,0.0003
2,126.84083,37.569103,126.806816,37.55611,1150060300,1150062000,0.0001
7,127.08345,37.624477,127.01026,37.487865,1135060000,1165053000,0.00025
1,126.89333,37.46519,126.903076,37.466465,1154561000,1154562000,0.0003
7,127.10719,37.49757,126.88076,37.53633,1171063100,1147055000,0.0001
5,126.84303,37.515778,126.92121,37.554344,1147061000,1144066000,0.00015
4,126.95183,37.489433,126.88311,37.47783,1162056500,1154551000,0.00025
7,126.8885,37.502903,127.05458,37.50417,1153056000,1168063000,0.00015
5,126.92183,37.613224,126.83402,37.564774,1138057000,1150060300,0.0002
7,126.907585,37.482822,126.9847,37.57201,1162072500,1111061500,0.00025
1,126.91776,37.572098,126.910995,37.57318,1141069000,1141071000,0.00025
1,126.96029,37.480988,126.956505,37.47481,1162057500,1162058500,0.00015
6,126.91684,37.553707,127.0346,37.499786,1144066000,1168064000,5e-05
4,127.01584,37.617207,126.97455,37.56353,1130557500,1114052000,0.0002
3,127.13858,37.54591,127.12297,37.50995,1174060000,1171056100,0.00015
7,127.079926,37.668083,126.96704,37.54758,1135066500,1117055500,0.00025
7,126.891136,37.480804,126.9847,37.57201,1153059500,1111061500,0.00025
7,127.10719,37.49757,126.925804,37.524593,1171063100,1156054000,0.00015
6,127.10092,37.609367,127.032486,37.525246,1126068000,1168054500,5e-05
1,126.96506,37.556892,126.96704,37.54758,1114068000,1117055500,0.0003
3,127.126595,37.48896,127.08064,37.509567,1171064100,1171065000,0.0002
7,126.8503,37.500046,127.11105,37.494446,1153074000,1171063100,0.0003
2,127.0698,37.663853,127.051956,37.651188,1135067000,1132051400,0.0002
7,127.06129,37.650402,126.94696,37.54184,1135069500,1144059000,0.00045
2,126.937035,37.561035,126.9761,37.557823,1141058500,1114054000,0.0005
6,126.90842,37.45011,127.02878,37.49143,1154571000,1165052000,0.00015
1,127.01452,37.543526,127.02388,37.55368,1120064500,1120059000,0.0002
3,127.004036,37.60825,126.983185,37.565777,1129064000,1114055000,0.0002
3,126.90225,37.531227,126.8492,37.50564,1156056000,1153073000,0.00035
2,127.05093,37.579296,127.01377,37.58782,1123056000,1129055500,0.00025
6,126.88937,37.51698,127.02049,37.49868,1156060500,1165053100,5e-05
4,126.89333,37.46519,126.84656,37.52442,1154561000,1147057000,0.00015
3,126.933266,37.60424,126.97455,37.56353,1138051000,1114052000,0.00015
7,127.082504,37.5534,126.925804,37.524593,1121578000,1156054000,0.0003
7,127.08576,37.51282,126.956505,37.47481,1171067000,1162058500,0.0002
2,126.85927,37.534184,126.8464,37.5603,1150057000,1150053500,0.00025
3,126.95944,37.603443,126.9847,37.57201,1111055000,1111061500,0.0002
1,126.952415,37.498062,126.959595,37.506313,1159053000,1159060500,0.0003
3,127.1438,37.53128,127.12065,37.48295,1174070000,1171064200,0.00015
6,127.033,37.598053,127.02878,37.49143,1129070500,1165052000,0.0002
7,127.09401,37.60959,126.94696,37.54184,1126069000,1144059000,0.0001
1,127.0541,37.678062,127.061325,37.66722,1135063000,1135071000,0.0003
2,127.147125,37.490997,127.12065,37.48295,1171053200,1171064200,0.0002
3,126.98612,37.479507,127.04988,37.47844,1165061000,1168069000,0.00015
3,126.94957,37.593525,127.01377,37.58782,1141064000,1129055500,0.00025
2,126.97002,37.532654,126.99275,37.53361,1117062500,1117065000,0.0002
5,126.946236,37.478832,127.0346,37.499786,1162059500,1168064000,0.0001
2,126.90364,37.475784,126.88918,37.502804,1154563000,1153056000,0.00015
2,126.961075,37.541775,126.96656,37.55938,1117058000,1114068000,0.0002
5,126.90523,37.50572,126.983185,37.565777,1156065000,1114055000,0.0001
7,127.064514,37.499584,126.88076,37.53633,1168061000,1147055000,5e-05
7,127.036514,37.607403,126.86156,37.560394,1129071500,1150060500,5e-05
2,126.99501,37.485264,126.97146,37.48722,1165060000,1159064000,0.00015
1,126.90364,37.475784,126.88311,37.47783,1154563000,1154551000,0.00055
5,127.02442,37.64114,126.9847,37.57201,1130563500,1111061500,5e-05
3,127.1,37.518654,127.05529,37.540375,1171071000,1120067000,0.0002
6,126.912,37.56237,126.89868,37.455036,1144072000,1154567000,5e-05
4,126.971115,37.48125,126.96682,37.53738,1159065000,1117056000,0.00025
3,126.87894,37.536404,126.905846,37.50589,1147055000,1156065000,0.0003
1,127.03655,37.65754,127.044525,37.654045,1132067000,1132051500,0.0002
1,126.86526,37.545395,126.869385,37.552986,1147053000,1150051000,0.00025
3,127.01819,37.560776,127.0592,37.545345,1114066500,1120069000,0.00015
7,127.066605,37.602104,126.88311,37.47783,1123075000,1154551000,0.00015
1,127.02075,37.575657,127.00077,37.5796,1111071000,1111064000,0.0004
3,126.93169,37.615192,126.972786,37.572796,1138052000,1111053000,0.0002
3,127.03615,37.557762,126.98221,37.585373,1120056000,1111054000,0.00015
2,126.98924,37.50109,126.95408,37.498253,1165055000,1159053000,0.0001
2,127.09147,37.50212,127.0628,37.50562,1171061000,1168061000,0.0004
3,127.01584,37.617207,127.03652,37.6561,1130557500,1132067000,0.0002
7,127.0541,37.678062,127.0044,37.501976,1135063000,1165058100,0.0003
3,126.87894,37.536404,126.90796,37.49281,1147055000,1156070000,0.0003
1,126.89333,37.46519,126.88311,37.47783,1154561000,1154551000,0.0005
3,126.90163,37.463356,126.905846,37.50589,1154562000,1156065000,0.0002
7,127.05039,37.630737,127.12213,37.496838,1135057000,1171062000,0.00025
4,127.02787,37.509563,126.97455,37.56353,1168052100,1114052000,0.0001
7,126.89333,37.46519,126.99266,37.560867,1154561000,1114057000,0.0001
2,126.909676,37.549248,126.88982,37.57964,1144068000,1144074000,0.00035
1,127.04429,37.647995,127.051956,37.651188,1132051100,1132051400,0.0004
1,127.142136,37.479412,127.12065,37.48295,1171064700,1171064200,0.0001
1,126.89068,37.492123,126.88135,37.497166,1153055000,1153053000,0.00055
7,126.92811,37.486557,127.0855,37.534027,1162069500,1121583000,0.0001
4,126.97384,37.520126,127.04451,37.50055,1117063000,1168065000,0.0001
6,127.02617,37.65938,126.994446,37.565884,1132071000,1114060500,0.00015
3,127.10092,37.609367,127.05984,37.651226,1126068000,1135069500,5e-05
4,126.968124,37.581764,127.01299,37.640015,1111051500,1130566000,0.00015
4,126.93169,37.615192,126.9847,37.57201,1138052000,1111061500,0.00025
2,126.968124,37.581764,126.9761,37.557823,1111051500,1114054000,0.00025
3,127.10063,37.470707,127.102036,37.515274,1168070000,1171071000,0.00025
1,126.9526,37.552162,126.95451,37.54658,1144055500,1144056500,0.00045
6,127.01629,37.630272,127.0592,37.545345,1130561500,1120069000,0.00015
1,126.83398,37.53139,126.84333,37.517014,1147056000,1147061000,0.00025
2,126.90827,37.52375,126.87278,37.52021,1156053500,1147063000,0.00035
2,126.90513,37.50257,126.925804,37.524593,1156067000,1156054000,0.0001
3,126.944786,37.59682,126.9847,37.57201,1141066000,1111061500,0.00035
1,127.02819,37.49071,127.02049,37.49868,1165052000,1165053100,0.0004
1,126.88418,37.509296,126.88135,37.497166,1153051000,1153053000,0.00015
7,127.033,37.598053,126.88311,37.47783,1129070500,1154551000,0.00015
3,126.97749,37.490883,126.925804,37.524593,1159063000,1156054000,0.0002
3,126.90975,37.59873,126.9718,37.58164,1138063100,1111051500,0.00015
1,127.0158,37.50503,127.0346,37.499786,1165056000,1168064000,0.0003
1,126.94317,37.48728,126.93086,37.489597,1162060500,1162052500,5e-05
7,126.84303,37.515778,127.0628,37.50562,1147061000,1168061000,0.0002
6,127.09395,37.5847,127.02557,37.511536,1126057500,1168052100,0.00015
3,127.01824,37.582664,126.972786,37.572796,1129061000,1111053000,0.0002
4,126.90454,37.570023,126.983185,37.565777,1144073000,1114055000,0.00015
7,126.85717,37.52565,127.0855,37.534027,1147065000,1121583000,0.00015
4,126.972466,37.488396,126.8956,37.484562,1159064000,1153054000,0.0002
7,127.071815,37.638103,127.04451,37.50055,1135061100,1168065000,0.00035
3,126.95135,37.53449,126.92238,37.49412,1117057000,1159068000,0.00025
3,126.98984,37.48901,127.03564,37.51618,1165062100,1168053100,0.00025
7,127.064514,37.499584,126.925804,37.524593,1168061000,1156054000,0.0001
3,127.091354,37.55899,127.13735,37.55236,1121577000,1174057000,0.0004
3,126.979774,37.54946,126.925804,37.524593,1117051000,1156054000,0.00025
4,127.10092,37.609367,127.02607,37.62832,1126068000,1130553500,0.00015
7,127.0079,37.615818,126.83402,37.564774,1129065000,1150060300,0.0001
2,127.03909,37.48873,127.03564,37.51618,1168065500,1168053100,0.0002
1,127.12778,37.534306,127.1101,37.526978,1174065000,1171052000,0.00015
7,127.04328,37.654743,126.89507,37.536278,1132051500,1156062000,0.0002
5,127.010704,37.55071,126.925804,37.524593,1114063500,1156054000,5e-05
7,126.8503,37.500046,127.047646,37.52253,1153074000,1168056500,0.00025
2,127.10235,37.502632,127.0628,37.50562,1171060000,1168061000,0.0002
1,127.04755,37.514008,127.05012,37.509747,1168059000,1168059000,0.0001
2,126.96807,37.538246,126.983185,37.565777,1117056000,1114055000,0.0005
7,127.08878,37.578266,126.88311,37.47783,1126057000,1154551000,0.0001
1,127.03106,37.657215,127.02116,37.65136,1132068100,1132066000,0.0002
7,126.91872,37.48602,127.061905,37.460518,1162068500,1165066000,0.0002
1,126.95459,37.52718,126.94696,37.54184,1117064000,1144059000,0.0003
7,127.07212,37.53465,126.925804,37.524593,1121584000,1156054000,0.0003
7,126.83398,37.53139,126.9651,37.563015,1147056000,1141056500,0.00015
3,127.0079,37.615818,126.972786,37.572796,1129065000,1111053000,0.00015
4,127.01282,37.579914,127.02557,37.511536,1111069000,1168052100,0.0002
5,126.86526,37.545395,126.9761,37.557823,1147053000,1114054000,5e-05
5,127.09161,37.55013,126.9847,37.57201,1121586000,1111061500,0.00025
2,127.00696,37.510193,127.01026,37.487865,1165058000,1165053000,0.00015
1,126.91593,37.604206,126.91401,37.615887,1138062500,1138055200,0.0002
1,126.92659,37.506725,126.92238,37.49412,1159066000,1159068000,0.00035
2,126.91872,37.48602,126.956505,37.47481,1162068500,1162058500,0.0002
1,127.03604,37.641758,127.036476,37.641922,1132051200,1132051200,0.0003
1,127.00308,37.574535,127.003784,37.572556,1111063000,1111063000,0.0001
3,127.00696,37.510193,127.0628,37.50562,1165058000,1168061000,0.0001
2,127.08305,37.529644,127.0592,37.545345,1121583000,1120069000,0.00015
3,127.02552,37.586002,127.088875,37.588333,1129060000,1126056500,0.0002
7,126.8503,37.500046,126.97455,37.56353,1153074000,1114052000,0.0002
1,126.95916,37.575596,126.96656,37.55938,1111057000,1114068000,0.0003
7,127.06574,37.64294,127.01719,37.51394,1135062500,1165054000,0.00045
7,127.02059,37.653446,127.04451,37.50055,1132066000,1168065000,0.00015
2,127.00539,37.534336,126.96763,37.530537,1117068500,1117062500,0.0001
7,127.0745,37.64981,127.08662,37.54111,1135062100,1121585000,0.0003
2,126.89333,37.46519,126.88135,37.497166,1154561000,1153053000,0.0001
4,127.0079,37.615818,127.017296,37.560993,1129065000,1114066500,0.00015
7,127.10719,37.49757,126.983185,37.565777,1171063100,1114055000,0.0002
7,127.13637,37.517563,126.983185,37.565777,1171056600,1114055000,0.0002
1,127.126015,37.543873,127.13126,37.53745,1174061000,1174062000,0.0002
2,127.134575,37.529144,127.11186,37.51512,1174066000,1171056200,0.00025
1,126.888054,37.477966,126.8944,37.467144,1154551000,1154561000,0.0005
5,127.00718,37.55233,126.98542,37.478188,1114062500,1165061000,0.0001
2,127.09243,37.511665,127.0628,37.50562,1171068000,1168061000,0.00025
7,126.92334,37.638718,126.959595,37.506313,1138069000,1159060500,0.0001
2,126.928795,37.52282,126.94834,37.53954,1156054000,1144058500,0.0002
2,126.87425,37.51936,126.906555,37.521545,1147063000,1156053500,0.0003
7,127.0541,37.678062,127.10325,37.48732,1135063000,1168075000,0.0004
4,126.92183,37.613224,126.972786,37.572796,1138057000,1111053000,0.00015
2,127.03122,37.638004,127.031136,37.61542,1130559500,1130554500,0.0001
7,127.15086,37.55883,126.92121,37.554344,1174055000,1144066000,0.00025
5,126.96506,37.556892,126.873886,37.527237,1114068000,1147051000,0.00025
5,127.100975,37.5999,127.00158,37.59291,1126065500,1129052500,0.0002
4,126.907005,37.584816,126.9847,37.57201,1138064000,1111061500,0.00025
4,126.91684,37.553707,126.983185,37.565777,1144066000,1114055000,0.00025
2,126.9547,37.559666,126.983185,37.565777,1141055500,1114055000,0.00025
7,126.84401,37.496304,127.032486,37.525246,1153077000,1168054500,0.0002
4,127.10092,37.609367,127.02956,37.588108,1126068000,1129060000,0.0001
1,126.932205,37.572433,126.92106,37.562405,1141061500,1144071000,0.00055
1,126.93872,37.467335,126.94998,37.4629,1162073500,1162073500,0.00055
2,127.11778,37.485397,127.084724,37.48722,1171064200,1168072000,0.0002
3,126.8885,37.502903,126.925804,37.524593,1153056000,1156054000,0.0002
1,127.04308,37.683235,127.03749,37.6831,1132052100,1132052100,0.00025
1,126.86822,37.5168,126.861595,37.525505,1147067000,1147065000,0.0002
1,127.03604,37.641758,127.051956,37.651188,1132051200,1132051400,0.0003
5,126.92183,37.613224,126.99266,37.560867,1138057000,1114057000,0.0001
2,127.01997,37.552032,127.00077,37.5796,1120061500,1111064000,0.0002
4,126.84056,37.53351,126.925804,37.524593,1150054000,1156054000,0.00035
1,126.84642,37.52336,126.84656,37.52442,1147057000,1147057000,0.00035
7,127.07246,37.625233,127.0044,37.501976,1135059500,1165058100,0.00035
1,126.85365,37.533287,126.84226,37.531906,1150055000,1150054000,0.00025
1,127.026634,37.5611,127.017296,37.560993,1120052000,1114066500,0.00015
3,126.85717,37.52565,126.906555,37.521545,1147065000,1156053500,0.00035
4,126.942856,37.503136,126.983185,37.565777,1159054000,1114055000,0.0002
3,127.04695,37.548813,127.0346,37.499786,1120066000,1168064000,0.00025
6,127.051125,37.48971,126.983185,37.565777,1168065600,1114055000,0.0001
1,127.034035,37.61573,127.02697,37.61918,1130554500,1130555500,0.0002
2,126.92868,37.548557,126.925804,37.524593,1144065500,1156054000,0.00025
1,127.100975,37.5999,127.09442,37.583984,1126065500,1126057500,0.0001
4,127.14297,37.53863,127.05529,37.540375,1174068500,1120067000,0.0001
6,126.92334,37.638718,126.994446,37.565884,1138069000,1114060500,0.0001
2,127.04435,37.49871,127.02049,37.49868,1168065000,1165053100,0.0001
5,127.075226,37.598843,126.994446,37.565884,1126061000,1114060500,0.00025
