Gender,Age,Homeincome,NumHH,Distance,Home_X,Home_Y,Work_X,Work_Y,Home_Hcode,Work_Hcode,Prob
1,3,2,3,1,127.0266,37.467228,127.04225,37.47005,1165065100,1165065200,0.0005
1,2,2,1,7,126.84642,37.52336,127.02557,37.511536,1147057000,1168052100,0.0005
0,0,3,5,4,127.06408,37.609386,127.04316,37.666416,1129081000,1132069000,0.0005
0,1,3,3,7,127.06712,37.657173,127.1101,37.526978,1135064000,1171052000,0.0005
0,2,4,1,4,126.94894,37.50926,126.91919,37.572834,1159051000,1141069000,0.0005
1,1,6,4,7,127.11778,37.485397,126.8956,37.484562,1171064200,1153054000,0.0005
1,0,5,4,1,126.91757,37.449543,126.89868,37.455036,1154568000,1154567000,0.0005
0,0,4,5,2,126.97002,37.532654,126.983185,37.565777,1117062500,1114055000,0.0005
0,0,3,2,4,126.88418,37.509296,126.89868,37.455036,1153051000,1154567000,0.0005
1,2,4,4,1,126.85717,37.52565,126.873886,37.527237,1147065000,1147051000,0.0005
0,1,3,2,7,127.134575,37.529144,127.00471,37.565742,1174066000,1114059000,0.0005
1,3,4,2,1,126.826584,37.534958,126.82554,37.53453,1147058000,1147058000,0.0005
0,2,6,4,7,127.0745,37.64981,127.060036,37.51189,1135062100,1168058000,0.0005
0,2,4,4,6,126.88937,37.51698,127.024506,37.521988,1156060500,1168051000,0.0005
1,2,4,4,2,127.08305,37.529644,127.09184,37.54918,1121583000,1121586000,0.0005
1,4,2,1,3,127.126015,37.551807,127.102036,37.515274,1174058000,1171071000,0.0005
1,4,4,2,3,127.142136,37.479412,127.102036,37.515274,1171064700,1171071000,0.0005
0,0,2,1,3,126.85358,37.506054,126.88311,37.47783,1153073000,1154551000,0.0005
0,2,4,3,6,127.02617,37.65938,126.9847,37.57201,1132071000,1111061500,0.0005
0,1,4,4,5,126.93872,37.467335,127.0346,37.499786,1162073500,1168064000,0.0005
1,3,4,4,2,126.91664,37.50338,126.925804,37.524593,1156069000,1156054000,0.0005
1,3,4,2,1,126.875534,37.49406,126.88311,37.47783,1153052000,1154551000,0.0005
0,2,2,1,7,127.04778,37.679993,127.0346,37.499786,1132052200,1168064000,0.0005
1,1,3,4,1,126.944786,37.59682,126.94714,37.598892,1141066000,1141066000,0.0005
1,2,4,4,4,126.97745,37.472748,127.032486,37.525246,1162063000,1168054500,0.0005
0,3,4,6,6,127.0266,37.467228,126.97208,37.54746,1165065100,1117053000,0.0005
1,2,5,3,3,127.00027,37.52885,127.01802,37.487484,1117070000,1165051000,0.0005
0,3,2,3,2,126.95135,37.53449,126.92121,37.554344,1117057000,1144066000,0.0005
0,0,4,5,2,126.95712,37.54675,126.983185,37.565777,1144056500,1114055000,0.0005
1,1,5,4,1,127.06129,37.650402,127.05984,37.651226,1135069500,1135069500,0.0005
0,2,3,3,7,126.93276,37.585606,126.88311,37.47783,1141068500,1154551000,0.0005
1,2,2,1,7,126.87894,37.536404,127.03564,37.51618,1147055000,1168053100,0.0005
1,0,6,3,2,127.09161,37.55013,127.072716,37.537655,1121586000,1121584000,0.0005
0,1,4,1,7,126.88381,37.49405,127.0592,37.545345,1153053000,1120069000,0.0005
0,2,5,2,4,127.04435,37.55987,127.05458,37.50417,1120055000,1168063000,0.0005
1,0,2,1,7,127.0745,37.64981,126.96763,37.530537,1135062100,1117062500,0.0005
1,2,3,1,1,126.91346,37.5069,126.906555,37.521545,1156066000,1156053500,0.0005
0,0,2,1,7,127.081345,37.64916,127.0346,37.499786,1135061900,1168064000,0.0005
0,2,6,1,7,126.89333,37.46519,127.102036,37.515274,1154561000,1171071000,0.0005
0,1,3,2,6,127.03106,37.657215,126.9847,37.57201,1132068100,1111061500,0.0005
0,0,1,1,1,127.036514,37.607403,127.01925,37.610043,1129071500,1129066000,0.0005
0,0,3,2,2,126.88937,37.51698,126.925804,37.524593,1156060500,1156054000,0.0005
0,1,4,1,1,126.8885,37.502903,126.897865,37.498898,1153056000,1156072000,0.0005
0,1,2,2,1,127.12778,37.534306,127.12458,37.540825,1174065000,1174061000,0.0005
1,0,3,2,1,126.90119,37.488407,126.8956,37.484562,1156071000,1153054000,0.0005
0,3,4,2,4,127.05196,37.57187,127.05012,37.509747,1123060000,1168059000,0.0005
0,0,4,2,2,126.88418,37.509296,126.845436,37.495926,1153051000,1153077000,0.0005
1,1,2,1,4,127.09395,37.5847,127.00983,37.606007,1126057500,1129063000,0.0005
1,0,6,4,2,126.9526,37.552162,126.9761,37.557823,1144055500,1114054000,0.0005
0,0,5,2,1,126.962,37.562935,126.97455,37.56353,1141056500,1114052000,0.0005
0,3,6,4,1,127.0266,37.467228,127.04225,37.47005,1165065100,1165065200,0.0005
0,1,2,1,1,126.88418,37.509296,126.89981,37.507175,1153051000,1156058500,0.0005
0,2,4,2,5,127.04259,37.470566,127.07459,37.54247,1165065200,1121571000,0.0005
0,3,3,4,7,127.135025,37.55229,126.925804,37.524593,1174057000,1156054000,0.0005
0,2,4,2,1,127.0266,37.467228,127.034706,37.477028,1165065100,1165065100,0.0005
0,3,3,4,2,127.083,37.50547,127.05012,37.509747,1171065000,1168059000,0.0005
0,2,3,4,3,127.011795,37.65048,126.99865,37.610867,1130564500,1129064000,0.0005
1,1,2,1,2,127.06241,37.592278,127.038994,37.583984,1123072000,1123054500,0.0005
0,1,2,4,1,127.01921,37.645035,127.015785,37.632473,1130562500,1130561500,0.0005
0,0,4,2,4,126.90518,37.55489,126.8956,37.484562,1144069000,1153054000,0.0005
0,3,4,5,7,127.08216,37.61453,127.02557,37.511536,1126062000,1168052100,0.0005
0,0,2,1,1,126.952415,37.498062,126.959595,37.506313,1159053000,1159060500,0.0005
0,0,4,2,2,126.85943,37.518303,126.88076,37.53633,1147062000,1147055000,0.0005
1,2,3,1,7,127.05071,37.651978,127.01802,37.487484,1132051400,1165051000,0.0005
0,1,2,1,1,126.9526,37.552162,126.95422,37.53429,1144055500,1117057000,0.0005
1,2,4,2,4,126.84478,37.56159,126.88918,37.502804,1150053500,1153056000,0.0005
0,1,2,1,1,127.00137,37.498676,126.98832,37.488277,1165058100,1165062100,0.0005
0,2,3,1,1,127.026634,37.5611,127.017296,37.560993,1120052000,1114066500,0.0005
1,2,2,1,7,126.86759,37.536125,127.12395,37.529015,1147054000,1174064000,0.0005
0,0,4,4,5,127.08289,37.599697,127.054405,37.67537,1126060000,1135063000,0.0005
1,2,2,2,1,127.064514,37.499584,127.05458,37.50417,1168061000,1168063000,0.0005
1,1,5,2,4,127.01997,37.552032,127.04953,37.48738,1120061500,1168065600,0.0005
1,2,3,1,7,127.02059,37.653446,127.00353,37.53571,1132066000,1117068500,0.0005
0,2,4,2,7,127.10719,37.49757,126.9847,37.57201,1171063100,1111061500,0.0005
1,3,2,3,1,127.02075,37.575657,127.03232,37.575073,1111071000,1123053600,0.0005
0,3,4,5,2,127.07212,37.53465,127.03564,37.51618,1121584000,1168053100,0.0005
1,1,3,2,3,127.00539,37.534336,127.03232,37.575073,1117068500,1123053600,0.0005
1,1,4,4,1,126.9009,37.454594,126.90271,37.443546,1154567000,1154569000,0.0005
1,3,4,2,4,126.98612,37.479507,127.00353,37.53571,1165061000,1117068500,0.0005
0,2,3,4,4,127.05093,37.579296,127.060036,37.51189,1123056000,1168058000,0.0005
1,3,3,3,3,126.89404,37.53604,126.897865,37.498898,1156062000,1156072000,0.0005
1,0,3,3,7,127.06953,37.48678,126.8956,37.484562,1168067000,1153054000,0.0005
1,3,6,2,3,127.03615,37.557762,126.98221,37.585373,1120056000,1111054000,0.0005
1,0,4,5,4,126.91712,37.589363,126.99266,37.560867,1138060000,1114057000,0.0005
0,1,3,5,6,126.90975,37.59873,127.00353,37.53571,1138063100,1117068500,0.0005
0,0,3,1,2,126.96644,37.471664,126.98832,37.488277,1162062500,1165062100,0.0005
0,1,5,2,2,126.93276,37.585606,126.92106,37.562405,1141068500,1144071000,0.0005
1,3,3,2,1,126.912766,37.49866,126.91547,37.499218,1156068000,1156068000,0.0005
0,0,2,1,3,126.8503,37.500046,126.8956,37.484562,1153074000,1153054000,0.0005
1,0,6,4,2,126.912,37.56237,126.94064,37.552467,1144072000,1144060000,0.0005
1,0,3,1,2,126.94349,37.584732,126.92121,37.554344,1141062000,1144066000,0.0005
0,2,2,1,1,126.915825,37.624588,126.90982,37.609818,1138055100,1138056000,0.0005
0,2,6,3,3,127.11172,37.50696,127.06551,37.487175,1171058000,1168067000,0.0005
0,2,3,4,7,127.07034,37.544857,126.925804,37.524593,1121571000,1156054000,0.0005
1,0,4,6,1,126.8885,37.502903,126.875374,37.49461,1153056000,1153052000,0.0005
0,2,4,3,5,126.84478,37.56159,126.925804,37.524593,1150053500,1156054000,0.0005
1,3,4,4,5,126.92844,37.466244,127.034706,37.477028,1162074500,1165065100,0.0005
1,2,5,2,2,127.1438,37.53128,127.12682,37.51835,1174070000,1171056600,0.0005
1,2,4,1,4,127.00696,37.510193,126.925804,37.524593,1165058000,1156054000,0.0005
0,2,4,4,7,126.88418,37.509296,127.04451,37.50055,1153051000,1168065000,0.0005
1,0,5,3,5,126.93169,37.615192,126.987755,37.5472,1138052000,1117052000,0.0005
0,0,5,4,7,126.84642,37.52336,127.01719,37.51394,1147057000,1165054000,0.0005
1,1,3,1,4,127.10157,37.54429,127.05458,37.50417,1121581000,1168063000,0.0005
0,3,4,4,4,126.95183,37.489433,126.9761,37.557823,1162056500,1114054000,0.0005
1,3,2,3,4,126.909515,37.573635,126.8291,37.555573,1141071000,1150061100,0.0005
1,0,4,5,4,126.90454,37.570023,126.9847,37.57201,1144073000,1111061500,0.0005
1,4,6,3,1,127.02787,37.509563,127.02557,37.511536,1168052100,1168052100,0.0005
1,1,4,2,2,126.97384,37.520126,126.96704,37.54758,1117063000,1117055500,0.0005
1,1,3,2,2,126.848564,37.534004,126.88929,37.52562,1150059300,1156061000,0.0005
1,0,3,1,2,126.97002,37.532654,126.96656,37.55938,1117062500,1114068000,0.0005
1,1,6,1,3,126.94894,37.50926,127.00353,37.53571,1159051000,1117068500,0.0005
1,3,4,4,7,126.946236,37.478832,127.07459,37.54247,1162059500,1121571000,0.0005
1,4,1,1,7,126.817924,37.56868,127.01026,37.487865,1150063000,1165053000,0.0005
0,3,4,4,7,127.10235,37.502632,126.91456,37.604538,1171060000,1138062500,0.0005
1,2,6,1,1,127.00308,37.574535,126.9847,37.57201,1111063000,1111061500,0.0005
0,3,3,4,4,126.89404,37.53604,126.8944,37.467144,1156062000,1154561000,0.0005
0,2,4,3,7,127.10235,37.502632,126.983185,37.565777,1171060000,1114055000,0.0005
1,3,4,3,2,126.91346,37.5069,126.925804,37.524593,1156066000,1156054000,0.0005
1,4,3,2,2,126.86526,37.545395,126.86545,37.516888,1147053000,1147067000,0.0005
0,0,3,2,4,126.94349,37.584732,126.925804,37.524593,1141062000,1156054000,0.0005
1,1,6,2,2,126.96731,37.548874,126.99266,37.560867,1117055500,1114057000,0.0005
0,0,3,3,7,127.02617,37.65938,126.925804,37.524593,1132071000,1156054000,0.0005
0,1,4,3,2,127.026634,37.5611,127.04727,37.548042,1120052000,1120066000,0.0005
1,1,3,2,6,127.0103,37.484177,127.02956,37.588108,1165053000,1129060000,0.0005
1,1,5,2,4,127.05634,37.53759,126.987755,37.5472,1120067000,1117052000,0.0005
0,2,4,1,3,126.9526,37.552162,126.97399,37.519577,1144055500,1117063000,0.0005
0,1,6,1,3,126.85927,37.534184,126.83402,37.564774,1150057000,1150060300,0.0005
0,3,4,4,4,126.95183,37.489433,126.8961,37.524788,1162056500,1156055000,0.0005
1,1,4,1,1,126.9526,37.552162,126.95451,37.54658,1144055500,1144056500,0.0005
0,2,3,4,3,127.02617,37.65938,127.0721,37.6377,1132071000,1135061100,0.0005
1,2,4,1,7,127.15086,37.55883,127.00471,37.565742,1174055000,1114059000,0.0005
1,0,4,5,4,126.93169,37.615192,126.994446,37.565884,1138052000,1114060500,0.0005
0,1,2,1,5,126.9153,37.47654,127.01026,37.487865,1162076500,1165053000,0.0005
1,3,4,4,5,126.96506,37.556892,126.873886,37.527237,1114068000,1147051000,0.0005
1,3,3,4,1,127.04429,37.647995,127.04263,37.648487,1132051100,1132051100,0.0005
1,3,3,2,1,126.9153,37.47654,126.903076,37.466465,1162076500,1154562000,0.0005
0,2,5,2,4,127.0463,37.541977,127.084724,37.48722,1120065000,1168072000,0.0005
0,0,2,3,1,126.93276,37.585606,126.93083,37.584583,1141068500,1141068500,0.0005
1,1,2,1,2,127.08878,37.578266,127.0516,37.579556,1126057000,1123056000,0.0005
0,2,4,3,1,126.912766,37.49866,126.91547,37.499218,1156068000,1156068000,0.0005
0,4,3,3,1,127.09243,37.511665,127.11186,37.51512,1171068000,1171056200,0.0005
0,4,5,5,7,127.013824,37.639168,127.0346,37.499786,1130566000,1168064000,0.0005
1,0,2,1,7,127.081345,37.64916,127.04451,37.50055,1135061900,1168065000,0.0005
0,4,4,3,6,126.89068,37.492123,126.983185,37.565777,1153055000,1114055000,0.0005
0,1,3,1,1,127.04435,37.49871,127.0346,37.499786,1168065000,1168064000,0.0005
1,1,5,4,2,127.07983,37.536068,127.060036,37.51189,1121582000,1168058000,0.0005
1,1,3,2,2,126.87425,37.51936,126.906555,37.521545,1147063000,1156053500,0.0005
0,2,2,1,2,127.082504,37.5534,127.09418,37.53599,1121578000,1121587000,0.0005
1,2,4,4,4,126.95183,37.489433,126.900505,37.531773,1162056500,1156056000,0.0005
0,0,6,5,1,126.93872,37.467335,126.94998,37.4629,1162073500,1162073500,0.0005
0,1,3,2,6,127.07688,37.658607,127.02108,37.56459,1135062400,1114065000,0.0005
1,1,3,2,5,126.86243,37.501842,126.96763,37.530537,1153072000,1117062500,0.0005
1,2,4,4,4,126.965,37.488155,127.0346,37.499786,1159065100,1168064000,0.0005
1,2,4,4,4,126.94939,37.48417,127.01802,37.487484,1162061500,1165051000,0.0005
1,2,3,3,2,126.83398,37.53139,126.869385,37.552986,1147056000,1150051000,0.0005
1,1,4,1,1,126.968124,37.581764,126.9847,37.57201,1111051500,1111061500,0.0005
0,3,4,2,4,127.05196,37.57187,127.03564,37.51618,1123060000,1168053100,0.0005
0,3,4,2,4,127.10092,37.609367,127.02942,37.56628,1126068000,1120053500,0.0005
0,1,3,1,6,127.00696,37.510193,126.88076,37.53633,1165058000,1147055000,0.0005
1,3,6,4,3,127.01282,37.579914,126.97208,37.54746,1111069000,1117053000,0.0005
1,3,2,4,1,126.87253,37.542698,126.873886,37.527237,1147052000,1147051000,0.0005
1,2,3,6,2,126.93342,37.496326,126.959595,37.506313,1159055000,1159060500,0.0005
0,4,3,4,6,126.875534,37.49406,126.9761,37.557823,1153052000,1114054000,0.0005
1,1,4,3,2,127.01824,37.582664,126.9847,37.57201,1129061000,1111061500,0.0005
0,1,6,4,1,126.895805,37.502132,126.89981,37.507175,1156072000,1156058500,0.0005
1,2,3,4,6,126.94894,37.50926,126.90982,37.609818,1159051000,1138056000,0.0005
0,2,2,1,1,126.91231,37.61745,126.92166,37.613743,1138055200,1138057000,0.0005
0,2,5,1,2,126.84056,37.53351,126.83402,37.564774,1150054000,1150060300,0.0005
1,2,4,1,7,127.12778,37.534306,126.96682,37.53738,1174065000,1117056000,0.0005
0,4,4,3,2,127.08275,37.483654,127.04451,37.50055,1168072000,1168065000,0.0005
0,1,3,1,4,126.932205,37.572433,126.906555,37.521545,1141061500,1156053500,0.0005
1,1,4,2,6,126.932205,37.572433,127.0044,37.501976,1141061500,1165058100,0.0005
0,2,4,3,7,127.0123,37.596016,127.12065,37.48295,1129059000,1171064200,0.0005
0,1,4,4,2,127.09401,37.60959,127.0753,37.590332,1126069000,1126052000,0.0005
1,1,5,1,1,127.00377,37.56032,127.00417,37.558838,1114058000,1114058000,0.0005
1,3,5,4,1,126.93289,37.479694,126.9381,37.474514,1162064500,1162066500,0.0005
0,4,4,2,5,127.13365,37.539375,127.05012,37.509747,1174062000,1168059000,0.0005
0,1,4,3,7,127.07402,37.50716,126.925804,37.524593,1171072000,1156054000,0.0005
0,2,3,3,1,126.89673,37.524662,126.8961,37.524788,1156055000,1156055000,0.0005
0,2,2,1,3,126.965,37.488155,126.91129,37.487244,1159065100,1159067000,0.0005
0,3,5,3,6,127.06125,37.596195,127.04451,37.50055,1123074000,1168065000,0.0005
1,3,4,4,3,126.90163,37.463356,126.88135,37.497166,1154562000,1153053000,0.0005
1,0,4,4,7,127.079926,37.668083,126.983185,37.565777,1135066500,1114055000,0.0005
0,2,3,3,7,126.912,37.56237,127.0346,37.499786,1144072000,1168064000,0.0005
1,3,4,4,5,126.93289,37.479694,127.034706,37.477028,1162064500,1165065100,0.0005
0,1,3,1,1,127.09409,37.53881,127.07459,37.54247,1121587000,1121571000,0.0005
1,0,5,4,1,126.90119,37.488407,126.899536,37.492107,1156071000,1156071000,0.0005
1,1,2,1,2,127.08588,37.541626,127.102036,37.515274,1121585000,1171071000,0.0005
0,2,2,3,7,126.92334,37.638718,127.12458,37.540825,1138069000,1174061000,0.0005
0,2,3,2,2,126.87894,37.536404,126.89422,37.516567,1147055000,1156060500,0.0005
1,1,3,4,7,126.91231,37.61745,127.0346,37.499786,1138055200,1168064000,0.0005
0,1,4,1,7,126.8885,37.502903,127.10444,37.60375,1153056000,1126065500,0.0005
1,3,2,3,4,126.92166,37.59237,127.003784,37.572556,1138059000,1111063000,0.0005
1,0,2,4,1,127.09147,37.50212,127.075035,37.508385,1171061000,1171072000,0.0005
1,0,2,1,1,127.01358,37.51543,127.01719,37.51394,1165054000,1165054000,0.0005
0,2,3,4,7,127.05457,37.666203,127.12065,37.48295,1135070000,1171064200,0.0005
1,3,3,4,1,127.03106,37.657215,127.02116,37.65136,1132068100,1132066000,0.0005
0,2,5,5,5,126.98612,37.479507,126.8956,37.484562,1165061000,1153054000,0.0005
1,1,2,1,7,127.0541,37.678062,126.92106,37.562405,1135063000,1144071000,0.0005
1,1,5,1,1,126.9526,37.552162,126.93502,37.54649,1144055500,1144063000,0.0005
1,2,5,4,5,127.15086,37.55883,127.0628,37.50562,1174055000,1168061000,0.0005
1,1,4,2,7,127.126015,37.543873,127.03652,37.6561,1174061000,1132067000,0.0005
0,2,4,4,7,126.80857,37.568462,127.047646,37.52253,1150064000,1168056500,0.0005
1,0,2,1,2,126.928795,37.52282,126.89507,37.536278,1156054000,1156062000,0.0005
1,1,2,1,2,127.05196,37.57187,127.08179,37.553238,1123060000,1121578000,0.0005
0,0,5,2,1,126.95958,37.568695,126.972786,37.572796,1141052000,1111053000,0.0005
0,2,4,5,5,127.01775,37.498066,126.925804,37.524593,1165053100,1156054000,0.0005
0,3,2,1,7,127.07246,37.625233,127.0044,37.501976,1135059500,1165058100,0.0005
0,4,4,4,6,126.84328,37.512978,126.948586,37.478558,1147064000,1162059500,0.0005
1,1,4,2,2,126.971115,37.48125,127.0044,37.501976,1159065000,1165058100,0.0005
1,0,2,1,7,127.034035,37.61573,127.04451,37.50055,1130554500,1168065000,0.0005
0,1,3,4,7,127.04589,37.61724,126.80324,37.571564,1129076000,1150064000,0.0005
0,3,5,4,5,126.97749,37.490883,127.00471,37.565742,1159063000,1114059000,0.0005
0,3,4,3,4,126.94894,37.50926,126.88311,37.47783,1159051000,1154551000,0.0005
1,1,2,1,5,126.99501,37.485264,126.99266,37.560867,1165060000,1114057000,0.0005
0,4,2,2,1,127.14596,37.551018,127.13126,37.53745,1174053000,1174062000,0.0005
1,2,3,5,2,127.031265,37.64759,127.07516,37.651646,1132068000,1135062100,0.0005
0,3,4,5,7,127.04228,37.626144,126.96763,37.530537,1130560800,1117062500,0.0005
0,4,2,3,7,127.11778,37.485397,126.994446,37.565884,1171064200,1114060500,0.0005
0,1,4,4,2,126.968124,37.581764,126.983185,37.565777,1111051500,1114055000,0.0005
0,2,6,4,3,126.85927,37.534184,126.925804,37.524593,1150057000,1156054000,0.0005
0,0,3,3,2,126.92371,37.496037,126.925804,37.524593,1159068000,1156054000,0.0005
0,0,2,1,1,127.126015,37.543873,127.13126,37.53745,1174061000,1174062000,0.0005
0,0,2,1,2,126.90454,37.570023,126.869385,37.552986,1144073000,1150051000,0.0005
0,2,6,4,2,126.87133,37.552193,126.873886,37.527237,1150051000,1147051000,0.0005
0,0,2,1,6,126.91014,37.49009,127.032486,37.525246,1159067000,1168054500,0.0005
0,0,3,2,2,126.84056,37.53351,126.85815,37.557137,1150054000,1150052000,0.0005
1,1,4,2,7,127.14297,37.53863,126.95344,37.54889,1174068500,1144055500,0.0005
0,2,3,4,3,127.02059,37.653446,126.99865,37.610867,1132066000,1129064000,0.0005
1,1,2,1,2,127.083046,37.5672,127.0592,37.545345,1121576000,1120069000,0.0005
1,2,3,1,1,126.89068,37.492123,126.8956,37.484562,1153055000,1153054000,0.0005
1,2,4,4,1,127.08216,37.61453,127.07665,37.610058,1126062000,1126063000,0.0005
0,1,3,3,7,127.079926,37.668083,127.07459,37.54247,1135066500,1121571000,0.0005
0,4,3,1,3,126.97384,37.520126,126.94108,37.562218,1117063000,1141058500,0.0005
1,3,2,3,1,127.036514,37.607403,127.04322,37.614918,1129071500,1129076000,0.0005
0,3,2,3,2,126.94694,37.54962,126.96763,37.530537,1144061000,1117062500,0.0005
1,2,4,4,1,126.89673,37.524662,126.88929,37.52562,1156055000,1156061000,0.0005
1,3,3,1,1,126.96331,37.570854,126.9718,37.58164,1111058000,1111051500,0.0005
0,1,6,1,7,127.152504,37.55046,126.89507,37.536278,1174054000,1156062000,0.0005
1,4,2,2,7,127.0541,37.678062,127.10325,37.48732,1135063000,1168075000,0.0005
1,2,3,4,2,126.94212,37.542072,126.96704,37.54758,1144059000,1117055500,0.0005
0,2,5,2,2,126.88937,37.51698,126.925804,37.524593,1156060500,1156054000,0.0005
0,1,3,3,1,127.081345,37.64916,127.0721,37.6377,1135061900,1135061100,0.0005
0,1,4,3,7,126.84401,37.496304,127.05012,37.509747,1153077000,1168059000,0.0005
1,1,2,3,7,127.085205,37.558613,126.89422,37.516567,1121575000,1156060500,0.0005
0,0,5,5,6,127.10719,37.49757,127.00353,37.53571,1171063100,1117068500,0.0005
0,2,4,4,1,126.89068,37.492123,126.88135,37.497166,1153055000,1153053000,0.0005
0,0,3,2,4,126.90225,37.531227,126.83402,37.564774,1156056000,1150060300,0.0005
1,4,1,1,3,126.909676,37.549248,126.88523,37.508358,1144068000,1153051000,0.0005
1,2,4,4,1,127.11172,37.50696,127.12682,37.51835,1171058000,1171056600,0.0005
0,3,3,3,7,126.85345,37.486706,126.99304,37.476437,1153076000,1165062000,0.0005
1,3,2,3,1,127.00559,37.591564,127.00158,37.59291,1129052500,1129052500,0.0005
1,0,4,4,7,127.04328,37.654743,126.89507,37.536278,1132051500,1156062000,0.0005
0,1,4,4,2,127.066605,37.602104,127.07417,37.57551,1123075000,1123066000,0.0005
1,3,1,2,3,126.92659,37.506725,126.92121,37.554344,1159066000,1144066000,0.0005
1,0,6,4,2,126.920815,37.561783,126.95344,37.54889,1144071000,1144055500,0.0005
1,3,6,4,1,126.86057,37.546474,126.86182,37.531624,1150053000,1150057000,0.0005
0,2,4,5,5,126.85943,37.561348,126.8956,37.484562,1150060500,1153054000,0.0005
0,3,4,4,1,127.02787,37.509563,127.0346,37.499786,1168052100,1168064000,0.0005
0,1,3,2,7,127.11519,37.530403,126.97455,37.56353,1171052000,1114052000,0.0005
0,1,3,3,3,126.942856,37.503136,126.88311,37.47783,1159054000,1154551000,0.0005
1,1,4,1,2,126.92334,37.638718,126.90982,37.609818,1138069000,1138056000,0.0005
0,1,5,2,2,126.968124,37.581764,126.94108,37.562218,1111051500,1141058500,0.0005
0,4,4,3,6,126.8885,37.502903,126.9847,37.57201,1153056000,1111061500,0.0005
1,1,6,1,3,126.94939,37.48417,127.01026,37.487865,1162061500,1165053000,0.0005
0,2,4,4,7,127.05457,37.666203,127.12065,37.48295,1135070000,1171064200,0.0005
0,0,3,3,2,126.90119,37.488407,126.94164,37.499004,1156071000,1159056000,0.0005
0,1,3,1,2,127.010994,37.60429,127.03232,37.575073,1129063000,1123053600,0.0005
1,2,2,4,7,127.14297,37.53863,126.925804,37.524593,1174068500,1156054000,0.0005
0,1,4,2,7,126.85943,37.518303,127.0628,37.50562,1147062000,1168061000,0.0005
1,4,3,2,3,126.932205,37.572433,126.92166,37.613743,1141061500,1138057000,0.0005
0,0,6,5,1,126.92811,37.486557,126.93287,37.499084,1162069500,1159055000,0.0005
0,2,4,1,3,126.95135,37.53449,126.89507,37.536278,1117057000,1156062000,0.0005
0,1,3,1,2,127.00308,37.574535,126.96656,37.55938,1111063000,1114068000,0.0005
0,3,4,2,2,126.9547,37.559666,126.96763,37.530537,1141055500,1117062500,0.0005
0,1,3,2,7,127.0745,37.64981,126.972786,37.572796,1135062100,1111053000,0.0005
1,3,4,4,1,127.03615,37.557762,127.04727,37.548042,1120056000,1120066000,0.0005
1,2,2,3,1,126.85358,37.506054,126.8644,37.50005,1153073000,1153072000,0.0005
0,3,2,4,2,126.99646,37.557877,126.972786,37.572796,1114057000,1111053000,0.0005
1,1,2,1,7,127.05997,37.661507,126.983185,37.565777,1135072000,1114055000,0.0005
